Vid,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,Word
1.0,0.8204766511917114,0.66997891664505,0.7639318108558655,0.6750780344009399,0.7129011154174805,0.6318208575248718,0.6912922859191895,0.563184380531311,0.7014262080192566,0.514739990234375,0.7210961580276489,0.571997880935669,0.706450879573822,0.5249271988868713,0.7226744890213013,0.5723555088043213,0.7312042117118835,0.5944466590881348,0.7475591897964478,0.557853639125824,0.7310889959335327,0.5140568017959595,0.7471762299537659,0.5728679895401001,0.754374623298645,0.5902153849601746,0.7754234671592712,0.5494000911712646,0.7605562806129456,0.506751537322998,0.7738515734672546,0.5679634809494019,0.7821131348609924,0.5912904739379883,0.8069719076156616,0.5438111424446106,0.7933264970779419,0.5142350196838379,0.7989258766174316,0.5593708753585815,0.8045872449874878,0.5810531973838806,1.0
1.0,0.8185535073280334,0.6644797325134277,0.7651139497756958,0.674406886100769,0.7136107683181763,0.6307217478752136,0.6935907602310181,0.5606315732002258,0.7065595984458923,0.5150992274284363,0.7227383852005005,0.5710467100143433,0.7095823287963867,0.5244852900505066,0.7243877649307251,0.5716307163238525,0.7325608730316162,0.5930153131484985,0.7494484782218933,0.5580815672874451,0.7339779138565063,0.514393150806427,0.7488313913345337,0.5730612874031067,0.7558998465538025,0.5893492102622986,0.7767028212547302,0.5498701333999634,0.7626311182975769,0.5070677995681763,0.7753709554672241,0.5687469244003296,0.7834532856941223,0.5905765295028687,0.8071745038032532,0.542827308177948,0.7947719097137451,0.5146673917770386,0.8009447455406189,0.5606496930122375,0.8065871000289917,0.580558717250824,1.0
1.0,0.8182094097137451,0.6614069938659668,0.770507276058197,0.6791962385177612,0.7148590087890625,0.6317240595817566,0.7005015015602112,0.5572230815887451,0.7206730842590332,0.513736367225647,0.7247839570045471,0.5711804628372192,0.7150164842605591,0.5261883735656738,0.7275991439819336,0.5729864835739136,0.7315773367881775,0.5894168019294739,0.754499077796936,0.5580350160598755,0.7408362627029419,0.5145570039749146,0.7541057467460632,0.5739092230796814,0.7557107210159302,0.5842460989952087,0.7822237014770508,0.5487350821495056,0.7708070874214172,0.5070161819458008,0.7818546295166016,0.5694014430046082,0.7849866151809692,0.5827363729476929,0.811927855014801,0.5372117757797241,0.802545428276062,0.5153995752334595,0.8100533485412598,0.5621962547302246,0.8143218755722046,0.5749607682228088,1.0
1.0,0.8307653069496155,0.707730233669281,0.7812629342079163,0.7005013823509216,0.7312862873077393,0.6590057611465454,0.7248716354370117,0.599424421787262,0.7572054862976074,0.5643641352653503,0.742033064365387,0.5873879790306091,0.7430054545402527,0.553385317325592,0.753764271736145,0.6043335199356079,0.748357355594635,0.6069121956825256,0.7739468216896057,0.5762666463851929,0.7760322690010071,0.5421701073646545,0.7865982055664062,0.6034071445465088,0.779413640499115,0.5992199778556824,0.8051325678825378,0.5695638656616211,0.8091993927955627,0.5437779426574707,0.8152132630348206,0.6013569831848145,0.8067871928215027,0.597555935382843,0.8387665748596191,0.565433144569397,0.8369562029838562,0.5442605018615723,0.8401457071304321,0.5880188345909119,0.8367269039154053,0.5933099389076233,1.0
1.0,0.8332346081733704,0.7353579998016357,0.7884507775306702,0.738335907459259,0.7470697164535522,0.7228333950042725,0.7521477341651917,0.7043820023536682,0.7911518812179565,0.6880670785903931,0.7490939497947693,0.5831828713417053,0.765324592590332,0.6391096115112305,0.7728764414787292,0.680006206035614,0.7710387110710144,0.6714506149291992,0.7882997393608093,0.5604072213172913,0.8081899285316467,0.640955924987793,0.8084167838096619,0.6851415634155273,0.8034014105796814,0.6738882064819336,0.8278056979179382,0.5613807439804077,0.8457828760147095,0.6496239900588989,0.8372030854225159,0.6893823146820068,0.827377438545227,0.6762694716453552,0.8648320436477661,0.5759598612785339,0.8738317489624023,0.652041494846344,0.8629969954490662,0.6880578994750977,0.8518136739730835,0.682593584060669,1.0
2.0,0.8093029260635376,0.664157509803772,0.7619810700416565,0.6855339407920837,0.7046110033988953,0.6479954123497009,0.6841013431549072,0.5807456970214844,0.70058673620224,0.5385223031044006,0.7123504877090454,0.58214271068573,0.703978955745697,0.5418049693107605,0.7165751457214355,0.5896489024162292,0.7184579372406006,0.6069477200508118,0.7404751777648926,0.5677968859672546,0.7276115417480469,0.5306680798530579,0.7415972948074341,0.5892886519432068,0.7415079474449158,0.5991309285163879,0.7665498852729797,0.5569038987159729,0.7551859617233276,0.5201815962791443,0.768358051776886,0.5815578103065491,0.7700451612472534,0.5947043299674988,0.7944076061248779,0.5430060029029846,0.7842026948928833,0.5236129760742188,0.7940869927406311,0.5688134431838989,0.7977806329727173,0.5806662440299988,1.0
2.0,0.8288977146148682,0.7065253853797913,0.7761873602867126,0.7052830457687378,0.7225643396377563,0.6689823269844055,0.7136452198028564,0.6083176732063293,0.7500595450401306,0.5807925462722778,0.7274935245513916,0.5984864234924316,0.7217431664466858,0.5645352005958557,0.7385998964309692,0.6120992302894592,0.7363651394844055,0.617096483707428,0.7594088315963745,0.5836849808692932,0.7589576840400696,0.5525665283203125,0.7740665674209595,0.6102172136306763,0.766899049282074,0.6081982254981995,0.790595293045044,0.5748634934425354,0.7937776446342468,0.5532377362251282,0.8032397627830505,0.6082457304000854,0.7945326566696167,0.6062153577804565,0.8238949179649353,0.568769633769989,0.8224210739135742,0.5506346821784973,0.8274713158607483,0.5922711491584778,0.8242475390434265,0.5988814830780029,1.0
2.0,0.8258563280105591,0.7277508974075317,0.7840245962142944,0.7344285845756531,0.7434484958648682,0.7192299962043762,0.7408626675605774,0.6946342587471008,0.7747486233711243,0.6681199669837952,0.7314872145652771,0.5801272988319397,0.7520812153816223,0.6267990469932556,0.7629281282424927,0.6695894002914429,0.7587888240814209,0.6642967462539673,0.7667252421379089,0.5543714761734009,0.7888476848602295,0.6213781237602234,0.793819010257721,0.6701100468635559,0.7874825596809387,0.6619909405708313,0.8047269582748413,0.5508769750595093,0.8252158761024475,0.6237639784812927,0.8231604099273682,0.6669539213180542,0.8138276934623718,0.6574795246124268,0.8430702686309814,0.5601624250411987,0.8555212020874023,0.622281551361084,0.8501173853874207,0.658701479434967,0.8393020629882812,0.6552138924598694,1.0
2.0,0.8289877772331238,0.7269449234008789,0.7856643795967102,0.7338770031929016,0.7443667650222778,0.7174795269966125,0.7415105700492859,0.6910688281059265,0.7725439071655273,0.6646707057952881,0.7311708927154541,0.5803701281547546,0.7543637156486511,0.6242101788520813,0.7646490931510925,0.6657254099845886,0.7603330016136169,0.6609359979629517,0.7672911286354065,0.5542371273040771,0.7939308881759644,0.6197819113731384,0.7969030141830444,0.6686015129089355,0.7901782393455505,0.6616919040679932,0.8057289123535156,0.5504172444343567,0.8303691148757935,0.6249828934669495,0.8269874453544617,0.6698301434516907,0.8176665306091309,0.6616905331611633,0.8445063233375549,0.5587658286094666,0.8591618537902832,0.6232854127883911,0.8531821966171265,0.6622570753097534,0.8420793414115906,0.6594727039337158,1.0
2.0,0.8225877285003662,0.6805210113525391,0.7696753740310669,0.6891348361968994,0.7135192155838013,0.6507339477539062,0.697792112827301,0.584499180316925,0.7258235216140747,0.5527838468551636,0.7139105200767517,0.5907579064369202,0.7040498852729797,0.5524312257766724,0.7242569923400879,0.6003381609916687,0.7266348004341125,0.6138455867767334,0.7422776222229004,0.5730339288711548,0.7322000861167908,0.5354599952697754,0.7507098913192749,0.5920552015304565,0.748568594455719,0.5962222814559937,0.7703967690467834,0.5617997646331787,0.7651733160018921,0.5297113060951233,0.77922523021698,0.586810290813446,0.7762911319732666,0.5912272334098816,0.8012727499008179,0.5517803430557251,0.7953003644943237,0.5316585898399353,0.8037590384483337,0.574119508266449,0.8048229813575745,0.5824578404426575,1.0
